close,﻿"닫기"
"Incompatible argument type: Required type: %1. Actual type: %2; File: %3%4%5",﻿"수정할 수 없는 인수 유형: 필수 유형: %1. 실제 형식: %2; 파일:%3%4%5"
"Extra parameters passed to parent construct: %1. File: %2",﻿"추가 매개 변수를 부모 구문에 전달 했습니다: %1. 파일: %2"
"Incorrect dependency in class %1 in %2%3%4",﻿"클래스 %1 in %2%3%4 잘못 된 종속성"
"Argument type duplication in class %1 in %2%3%4",﻿"클래스 %1 in %2%3%4 변수 타입의 복제"
"Invalid Document %1%2",﻿"잘못 된 문서 %1%2"
"Invalid XML-file: %1%2%3",﻿"잘못 된 XML-파일: %1%2%3"
"More than one node matching the query: %1",﻿"쿼리에 일치 하는 노드가 하나 이상 있습니다: %1"
"Unsupported format of schema location: '%1'",﻿"스키마 위치에 지원 되지 않는 포맷입니다: '%1'"
"Could not locate schema: '%1' at '%2'",﻿"스키마를 찾을 수 없습니다: '%1' at '%2'"
"File '%system' cannot be found",﻿"파일 '%system' 찾을 수 없습니다."
"Could not read config file",﻿"환경설정 파일를 읽을 수 없습니다."
.,﻿"."
"Root element must not be empty or numeric",﻿"루트 요소는 비어 있거나 숫자 여 서는 안됩니다"
"Array root keys must not be numeric.",﻿"배열 루트 키는 숫자 여 서는 안됩니다"
"Associative key must not be the same as its parent associative key.",﻿"연관 키는 부모 연관 키와 같을 수는 없습니다."
"Associative and numeric keys must not be mixed at one level.",﻿"연관 및 숫자 키 1 개 수준에 섞어서는 안됩니다."
"dbModel read resource does not implement \Magento\Framework\DB\Adapter\AdapterInterface",﻿"DbModel 로드 소스는 \Magento\Framework\DB\Adapter\AdapterInterface를 구현 하지 않습니다. "
"Cannot execute multiple queries",﻿"여러 쿼리를 실행할 수 없습니다."
"Select object must have correct ""FROM"" part",﻿"Select 개체는 올바른 ""FROM""부분을가지고 있어야 합니다."
"The columns for UPDATE statement are not defined",﻿"UPDATE 문에 있는 열 정의 되지 않았습니다."
"Trigger %1 has not statements available",﻿"Trigger %1 문이 없습니다"
"Trigger name is not defined",﻿"Trigger 이름이 정의 되지 않았습니다."
"Trigger name should be a string",﻿"Trigger 이름은 문자열 이어야 없습니다"
"Trigger unsupported time type",﻿"Trigger는 time 형식을 지원 하지 않습니다"
"Trigger time is not defined",﻿"Trigger time이 정의 되지 않았습니다."
"Trigger unsupported event type",﻿"Trigger event 유형을 지원 하지 않습니다 "
"Trigger event is not defined",﻿"Trigger event 정의 되지 않았습니다."
"Trigger table name should be a string",﻿"Trigger table 이름은 문자열 이어야 없습니다"
"Trigger table name is not defined",﻿"Trigger table 이름이 정의 되지 않았습니다."
"Trigger statement should be a string",﻿"Trigger statement은 문자열 이어야 합니다 없습니다."
"%1 doesn't implement \Magento\Framework\DB\MapperInterface",﻿"%1은 \Magento\Framework\DB\MapperInterface을 구현 하지 않습니다. "
"%1 doesn't implement \Magento\Framework\DB\QueryInterface",﻿"%1 implement \Magento\Framework\DB\QueryInterface를 구현 하지 않습니다."
"db object does not implement \Magento\Framework\DB\Adapter\AdapterInterface",﻿"Db object는 \Magento\Framework\DB\Adapter\AdapterInterface를 구현 하지 않습니다."
"db object is not set in config",﻿"Db object는 구성에 설정 되어 있지 않습니다."
"Empty array of node information",﻿"노드 정보 빈 배열"
"Empty keys array",﻿"빈 키 배열"
"Missed Mapper Interface for Criteria Interface: %1",﻿"기준 인터페이스 맵 인터페이스가 빠져 있습니다: %1"
"Filter already exists in Criteria object: %1",﻿"기준 개체에 필터가 이미 존재 합니다: %1"
"Not implemented",﻿"구현 되지 않았습니다."
"%1 doesn't extend \Magento\Framework\Data\Form",﻿"%1은 \Magento\Framework\Data\Form를 확장 하지 않습니다. "
"%1 should be an iterator",﻿"%1은 반복기 없이는 되지 않습니다"
"Element ID must not be numeric: '%1'.",﻿"요소 ID는 숫자는 없습니다: '%1'."
"Invalid format of group '%1': %2",﻿"그룹의 잘못 된 형식 '%1': %2"
"Broken parent-child relation: the '%1' is not in the nested set of '%2'.",﻿"손상 된 친자 관계: '%1' '%2'의 중첩 된 집합에 들어 있지 않습니다."
"Invalid format of children: %1",﻿"자식 요소의 잘못 포맷입니다: %1"
"Broken parent-child relation: the '%1' is supposed to have '%2' as parent.",﻿"손상 된 친자 관계: '%1' '%2' 부모가 되는 것입니다."
"Element with ID '%1' already exists.",﻿"ID '%1' 요소는 이미 존재 합니다."
"Element with ID '%1' is already defined.",﻿"ID '%1' 요소는 이미 정의 되어 있습니다."
"The '%1' cannot be set as child to itself.",﻿"'%1'은 그 자체로는 자식 요소로 설정할 수 없습니다."
"The '%1' is a parent of '%2' recursively, therefore '%3' cannot be set as child to it.","'%1'은 재귀 적으로 '%2'의 부모 요소이며, 따라서 '%3'는 자식 요소로서 그 자체를 설정할 수 없습니다."
"The '%1' is not a child of '%2'.",﻿"'%1''%2'의 자식 요소는 없습니다."
"The element '%1' already has a parent: '%2'",﻿"요소 '%1'은 이미 상위 요소가 있습니다: '%2'"
"The element '%1' already a child of '%2'",﻿"요소 '%1'은'%2'의 자식 요소입니다."
"The element '%1' already has a child with alias '%2'",﻿"요소 '%1' 별칭 '%2'의 자식 요소입니다."
"An array expected: %1",﻿"예상 된 배열: %1"
"Invalid method %1::%2(%3)",﻿"잘못 된 %1::%2(%3)"
"Object already exists in registry (%1). Old object class: %2, new object class: %3","레지스트리 (%1)에 개체가 이미 존재합니다. 오래된 객체 클래스 : %2 새 개체 클래스: %3"
"The reference already exists: %1. New index: %2, old index: %3","참조는 이미 존재합니다 : %1 새 인덱스 : %2, 기존 인덱스 : %3"
"Key must not exceed %1 bytes.",﻿"키는 %1 바이트를 초과 하지 않습니다"
"Init vector must be a string of %1 bytes.",﻿"초기 벡터는 %1 바이트 문자열 이어야 합니다."
"Not supported cipher version",﻿"지원 되지 않는 사이 퍼 버전입니다"
"The encryption key format is invalid.",﻿"암호화 키 형식이 잘못 되었습니다."
"No such entity.",﻿"이러한 엔터티는 없습니다."
"The path ""%1"" is not writable",﻿"경로 ""%1"" 에 쓸 수 없습니다"
"The ""%1"" file doesn't exist or not a file",﻿" ""%1"" 파일이 존재 하지 않거나 파일이 없습니다."
"Unknown directory type: '%1'",﻿"알 수 없는 디렉터리 유형: '%1'"
"Error occurred during execution %1",﻿"실행 하는 동안 오류가 발생 했습니다.%1"
"Cannot gather stats! %1",﻿"통계를 수집할수 없습니다! %1"
"Cannot read contents from file ""%1"" %2",﻿"파일 ""%1"" %2 에서 콘텐트를 읽을 수 없습니다 "
"Directory ""%1"" cannot be created %2",﻿"디렉터리 ""%1""은 만들 수 없습니다. %2"
"The ""%1"" path cannot be renamed into ""%2"" %3",﻿"""%1""  경로는 ""%2"" %3 로 변경 하지 못했습니다."
"The file or directory ""%1"" cannot be copied to ""%2"" %3",﻿"파일 또는 디렉터리 ""%1""는 ""%2"" %3" 에 복사할 수 없습니다."
"Cannot create a symlink for ""%1"" and place it to ""%2"" %3",﻿"""%1""  심볼 링크 만들기 ""%2"" %3 에 배치할 수 없습니다."
"The file ""%1"" cannot be deleted %2",﻿"파일 ""%1""은 삭제할 수 없습니다. %2"
"The directory ""%1"" cannot be deleted %2",﻿"디렉터리 ""%1""은 삭제할 수 없습니다. %2"
"Cannot change permissions for path ""%1"" %2",﻿"경로 ""%1"" %2의 권한을 변경할 수 없습니다."
"The file or directory ""%1"" cannot be touched %2",﻿"파일 또는 디렉터리 ""%1""은 손댈 수 없습니다. %2"
"The specified ""%1"" file could not be written %2",﻿"지정 된 파일 ""%1""는 쓸 수 없습니다. %2"
"File ""%1"" cannot be opened %2",﻿"파일 ""%1"" 열 수 없습니다. %2"
"File cannot be read %1",﻿"파일을 읽을 수 없습니다 %1"
"Wrong CSV handle %1",﻿"잘못 된 CSV 취급 %1"
"Error occurred during execution of fileSeek %1",﻿"FileSeek를 실행 하는 동안 오류가 발생 했습니다. %1"
"Error occurred during execution of fileClose %1",﻿"FileClose 실행 하는 동안 오류가 발생 했습니다. %1"
"Error occurred during execution of fileWrite %1",﻿"FileWrite를 실행 하는 동안 오류가 발생 했습니다. %1"
"Error occurred during execution of filePutCsv %1",﻿"FilePutCsv를 실행 하는 동안 오류가 발생 했습니다.  %1"
"Error occurred during execution of fileFlush %1",﻿"FileFlush를 실행 하는 동안 오류가 발생 했습니다. %1"
"Error occurred during execution of fileLock %1",﻿"FileLock를 실행 하는 동안 오류가 발생 했습니다. %1"
"Error occurred during execution of fileUnlock %1",﻿"FileUnlock를 실행 하는 동안 오류가 발생 했습니다. %1"
"Please correct the download URL.",﻿"다운로드 URL을 수정 하십시오."
"Something went wrong while connecting to the host. Error#%1 - %2.",﻿"호스트에 연결 하는 동안 문제가 발생 했습니다. 오류 #%1-%2."
"The file ""%1"" doesn't exist",﻿"파일 ""%1""은 존재 하지 않습니다 "
"The file ""%1"" already exists",﻿"파일 ""%1"" 이미 존재 합니다 "
"Cannot write to the ""%1"" file. %2",﻿" ""%1"" 파일에 쓸 수 없습니다.  %2 "
"Cannot flush the ""%1"" file. %2",﻿" ""%1"" 파일을 플러시(강제쓰기)할 수 없습니다.  %2 "
"Empty host specified",﻿"빈 호스트 지정 되었습니다."
"Could not establish FTP connection, invalid host or port","FTP 연결이 할 수 없습니다 잘못된 호스트 또는 포트"
"Invalid user name or password",﻿"잘못 된 사용자 이름 또는 암호입니다"
"Invalid path",﻿"잘못 된 경로"
"Invalid file transfer mode",﻿"잘못 된 파일 전송 모드"
"Please define flag code.",﻿"깃발 코드를 정의 하십시오"
"Unable to write file into directory product/cache. Access forbidden.",﻿"Unable to write file into directory product/cache. 접근이 금지되었습니다."
"Incorrect interface in %1. There is no method [ %2 ] in %3 interface",﻿"%1에서 잘못 된 인터페이스. %3 인터페이스에 [%2] 메서드가 없습니다."
"Invalid [%1] $%2 type in %3::%4. It must be compatible with %5",﻿"%3::%4에서 잘못 된 [%1] $%2 형식. %5와 호환 되어야 합니다."
"Invalid [%1] $%2 type in %3::%4. It must be compatible with \Closure",﻿"'%3::%4에서 잘못 된 [%1] $%2 형식. \Closure와 호환 되어야 합니다. "
"Invalid method signature. Detected extra parameters in %1::%2",﻿"잘못 된 메서드 서명입니다. %1:%2에서 여분의 매개 변수가 감지 되었습니다."
"Invalid method signature. Invalid method parameters count in %1::%2",﻿"잘못 된 메서드 서명입니다. %1:%2에 잘못 된 메서드 서명 계산"
"Incompatible parameter type [%1 $%2] in %3::%4. It must be compatible with %5",﻿"%3::%4 에 [%1 $%2] 호환 되지 않는 매개 변수 형식입니다. %5와 호환 되어야 합니다."
"Please make sure you have 'openssl' extension installed",﻿" 'openssl' 확장이 설치 되어 있는지 확인 하십시오"
"some text",﻿"텍스트"
"The resource isn't set.",﻿"리소스가 구성 되어 있지 않습니다."
"Model collection resource name is not defined.",﻿"모델 수집 자원 이름이 정의 되어 있지 않습니다."
"Delete operation is forbidden for current area",﻿"삭제 작업은 현재 위치에서 금지 되어 있습니다"
"Empty identifier field name",﻿"빈 개인 아 필드 이름"
"Empty main table name",﻿"비어 있는 기본 테이블 이름"
"%1 already exists.",﻿"%1은 이미 존재 합니다."
"%1 already exist.",﻿"%1은 이미 존재 합니다"
"Invalid connection",﻿"잘못 된 연결"
"Invalid query",﻿"잘못 된 쿼리"
"Invalid Document: %1%2 Error: %3",﻿"잘못 된 문서: %1%2 오류가 발생 했습니다: %3"
"Please upgrade your database: Run ""bin/magento setup:upgrade"" from the Magento root directory. %1The following modules are outdated:%2%3",﻿"데이터베이스를 업데이트 하십시오: ""bin/magento setup:upgrade""를 Magento 루트 디렉터리에서 실행 하시오. %1 모듈은 만료 되었습니다: %2%3 "
"Signature method %1 is not supported",﻿"속성 %1 인코딩은 지원 되지 않습니다."
"Invalid signature",﻿"잘못 된 속성"
"OAuth version %1 is not supported",﻿"OAuth 버전 %1 인코딩은 지원 되지 않습니다"
msg,﻿"msg"
"Message with period.",﻿"메시지 및 기간"
"%1 doesn't extends \Magento\Framework\Search\Dynamic\Algorithm\AlgorithmInterface",﻿"%1은 \Magento\Framework\Search\Dynamic\Algorithm\AlgorithmInterface은 확장할 수 없습니다 "
"Cycle found. Query %1 already used in request hierarchy",﻿"주기가 발견 되었습니다. 쿼리 %1 요구 계층에 이미 사용 되 고 있습니다"
